time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-22T16:49:36.120Z,30.4664,87.7783,13.83,4.8,mb,,41,2.637,0.94,us,us1000hfnn,2022-05-03T19:36:04.315Z,"171 km NW of Rikaze, China",earthquake,7.7,4.2,0.06,87,reviewed,us,us
2018-10-22T15:10:05.270Z,30.2176,87.6309,11.42,4.5,mb,,92,2.362,1.05,us,us1000hh32,2019-01-10T17:18:36.040Z,"161 km NW of Rikaze, China",earthquake,10.7,3.7,0.171,16,reviewed,us,us
2018-10-05T07:15:04.390Z,28.7099,81.4792,10,4.3,mb,,178,8.49,1.28,us,us1000h7ex,2018-12-14T20:32:41.040Z,"18 km NW of Birendranagar, Nepal",earthquake,7.1,2,0.169,10,reviewed,us,us
2018-10-05T07:08:11.750Z,28.874,81.5789,10,4.4,mb,,141,8.379,1.17,us,us1000han2,2018-12-14T20:32:46.040Z,"13 km WNW of Dailekh, Nepal",earthquake,9.2,2,0.17,10,reviewed,us,us
2018-09-24T09:15:22.870Z,29.2238,68.3549,10,4,mb,,148,5.333,1.2,us,us2000hja3,2018-12-01T16:45:00.040Z,"55 km ENE of Bhag, Pakistan",earthquake,5.3,2,0.211,6,reviewed,us,us
2018-09-23T05:45:32.000Z,30.9898,74.2076,10,3.7,mb,,149,2.769,0.78,us,us2000hiwa,2022-08-08T08:29:32.255Z,"21 km E of Chunian, Pakistan",earthquake,5.9,2,0.178,8,reviewed,us,us
2018-09-10T00:58:05.880Z,28.8193,76.8395,10,3.6,mb,,217,5.704,0.89,us,us2000hbnn,2018-11-21T18:19:07.040Z,"7 km NE of Kheri S?mpla, India",earthquake,13.1,2,0.166,9,reviewed,us,us
2018-09-09T11:07:02.910Z,28.6531,76.8101,10,4.6,mb,,95,8.843,1.05,us,us2000hgq4,2020-07-10T17:18:09.647Z,"13 km WSW of Bah?durgarh, India",earthquake,6.5,1.9,0.182,9,reviewed,us,us
2018-09-01T18:09:55.250Z,23.4903,82.446,10,4.7,mb,,78,9.928,0.97,us,us2000h6kg,2022-08-08T07:46:06.472Z,"27 km NNW of Baikunthpur, India",earthquake,9.2,1.9,0.061,81,reviewed,us,us
2018-09-01T12:21:07.290Z,31.2496,74.046,10,3.9,mb,,184,2.482,0.9,us,us2000h6g5,2022-08-08T07:45:18.725Z,"10 km NNW of Kot Radha Kishan, Pakistan",earthquake,7.3,2,0.194,7,reviewed,us,us
2018-08-28T13:03:27.670Z,22.6926,87.7938,10,4.5,mb,,93,4.685,0.6,us,us1000gj5k,2020-07-10T15:55:29.511Z,"6 km ENE of Gh?t?l, India",earthquake,9.1,1.9,0.139,15,reviewed,us,us
2018-08-20T21:24:06.930Z,29.9273,70.2681,25.07,4.1,mb,,146,4.506,0.8,us,us1000gjhn,2018-11-01T17:51:02.040Z,"38 km WSW of Dera Ghazi Khan, Pakistan",earthquake,12.6,10.1,0.233,5,reviewed,us,us
2018-08-02T03:06:04.000Z,31.9649,69.0094,29.15,4.4,mb,,151,2.569,0.93,us,us1000g4up,2018-10-16T15:34:14.040Z,"64 km SW of Wana, Pakistan",earthquake,9.5,5.8,0.11,24,reviewed,us,us
2018-08-02T02:52:31.880Z,32.1295,69.0925,47.17,4.5,mb,,99,2.405,0.64,us,us1000g1ip,2018-10-16T15:34:14.040Z,"48 km WSW of Wana, Pakistan",earthquake,9,6.8,0.058,89,reviewed,us,us
2018-08-01T15:46:23.750Z,30.3493,87.6027,10,5.2,mww,,45,2.48,0.92,us,us2000gj0i,2022-05-03T19:27:09.892Z,"173 km NW of Rikaze, China",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2018-08-01T15:45:31.740Z,30.4062,87.4905,10,4.3,mb,,52,2.51,1.34,us,us1000g478,2018-10-16T15:34:18.040Z,"185 km NW of Rikaze, China",earthquake,4.7,1.9,0.077,48,reviewed,us,us
2018-07-10T13:53:30.650Z,29.3546,69.9632,17.38,4.4,mb,,103,5.128,0.67,us,us2000g46i,2018-10-02T16:40:38.040Z,"45 km NW of Rajanpur, Pakistan",earthquake,10.9,4.3,0.241,9,reviewed,us,us
2018-07-08T04:13:25.170Z,27.7857,76.207,10,3.6,mb,,224,6.369,0.99,us,us2000g00w,2022-08-08T05:49:38.444Z,"9 km N of Kotputli, India",earthquake,10.2,2,0.224,5,reviewed,us,us
2018-07-07T03:14:27.690Z,31.8069,83.7746,10,4.4,mb,,132,4.654,0.66,us,us2000fyx2,2018-09-27T14:03:43.040Z,"299 km ENE of Burang, China",earthquake,8.7,1.9,0.096,31,reviewed,us,us
2018-07-01T10:07:02.900Z,29.0928,76.9296,10,4.5,mb,,150,5.517,1.03,us,us2000fsyl,2020-07-10T17:12:12.662Z,"13 km NW of Son?pat, India",earthquake,11.9,1.9,0.131,17,reviewed,us,us
2018-06-28T04:07:47.290Z,27.8919,84.8272,10,4.8,mb,,96,1.757,0.51,us,us2000fpul,2018-09-21T16:25:47.040Z,"45 km ENE of Bharatpur, Nepal",earthquake,7.6,1.9,0.048,131,reviewed,us,us
2018-06-28T00:30:53.070Z,30.3943,87.5273,10,4.2,mb,,85,2.506,1.35,us,us2000fwzk,2018-09-21T16:26:00.040Z,"182 km NW of Rikaze, China",earthquake,4.7,1.9,0.112,22,reviewed,us,us
2018-06-20T04:15:26.410Z,27.1508,87.8133,52.91,4.4,mb,,85,3.87,0.54,us,us1000ew5i,2018-09-19T15:15:50.040Z,"29 km NNW of Il?m, Nepal",earthquake,8.7,7.5,0.057,88,reviewed,us,us
2018-06-20T04:08:59.880Z,26.9633,87.505,38.3,4.4,mb,,137,4.2,0.72,us,us1000f21r,2018-09-19T15:15:59.040Z,"17 km E of Dhankut?, Nepal",earthquake,10,6.3,0.058,86,reviewed,us,us
2018-06-17T15:07:37.130Z,27.4201,88.4739,49.76,4.4,mb,,126,1.568,0.65,us,us1000etxu,2018-09-07T17:47:08.040Z,"11 km SSW of Mangan, India",earthquake,4.9,7.4,0.071,57,reviewed,us,us
2018-06-17T14:21:28.910Z,30.0772,70.2093,10,5.1,mww,,114,4.411,0.99,us,us1000etwv,2022-08-08T04:53:43.408Z,"41 km W of Dera Ghazi Khan, Pakistan",earthquake,8.1,1.9,0.089,12,reviewed,us,us
2018-06-16T22:06:35.230Z,31.7248,77.6864,10,3.2,mb,,180,4.19,1.31,us,us1000euye,2018-09-07T17:47:08.040Z,"25 km NNW of Sar?han, India",earthquake,9.3,2,0.278,3,reviewed,us,us
2018-06-14T00:42:07.560Z,30.8612,78.2815,10,4.4,mb,,166,5.075,0.76,us,us1000ewlh,2018-09-07T17:47:09.040Z,"9 km NE of Barkot, India",earthquake,4.9,1.9,0.12,20,reviewed,us,us
2018-06-06T17:41:24.020Z,30.7553,78.9228,10,4.5,mb,,151,5.594,1.19,us,us1000ejt1,2018-08-29T16:34:38.040Z,"45 km E of Uttark?shi, India",earthquake,10.2,1.9,0.081,44,reviewed,us,us
2018-06-05T01:34:36.810Z,29.6464,81.6777,10,4.7,mb,,109,8.203,0.51,us,us1000eiq5,2018-08-29T16:33:52.040Z,"64 km NW of Jumla, Nepal",earthquake,8.9,1.9,0.047,140,reviewed,us,us
2018-05-31T13:42:34.820Z,28.7329,69.3073,16.64,4.7,mb,,207,5.794,0.96,us,us1000efj3,2018-08-28T16:29:16.040Z,"36 km SSE of Dera Bugti, Pakistan",earthquake,8.1,6,0.056,95,reviewed,us,us
2018-05-21T10:51:02.750Z,31.7412,78.4799,10,4.5,mb,,104,4.788,0.82,us,us1000e99b,2018-08-21T21:23:47.040Z,"69 km ENE of Sar?han, India",earthquake,5.2,1.8,0.097,31,reviewed,us,us
2018-05-10T20:01:51.640Z,28.4517,87.421,4.66,4.4,mb,,80,0.728,0.68,us,us1000e2bu,2018-08-08T15:20:15.040Z,"81 km NE of Lobujya, Nepal",earthquake,7.6,5.2,0.075,51,reviewed,us,us
2018-05-08T13:07:39.950Z,28.0604,87.4282,32.61,4,mb,,127,0.554,0.64,us,us1000e2zc,2018-08-08T15:20:49.040Z,"61 km ENE of Lobujya, Nepal",earthquake,7.6,9.1,0.196,7,reviewed,us,us
2018-04-19T22:52:37.900Z,31.2589,80.4048,29.83,4,mb,,163,6.474,0.98,us,us1000dnx9,2018-07-17T02:05:32.040Z,"111 km NE of Josh?math, India",earthquake,6.3,8.8,0.134,15,reviewed,us,us
2018-04-12T19:51:49.610Z,31.4116,80.6072,10,4.1,mb,,162,6.4,1.01,us,us2000dz45,2018-07-07T02:25:20.040Z,"135 km NNW of Burang, China",earthquake,7.5,1.9,0.135,15,reviewed,us,us
2018-04-10T14:14:20.670Z,24.1313,82.5522,10,4.6,mb,,66,5.403,0.86,us,us2000dxj3,2020-07-10T17:11:29.041Z,"14 km WSW of Singrauli, India",earthquake,8.8,1.9,0.073,56,reviewed,us,us
2018-03-28T22:33:05.980Z,23.1716,70.4448,10,4.2,mb,,76,10.731,0.9,us,us1000dagp,2022-08-08T01:36:37.563Z,"17 km SE of Bhach?u, India",earthquake,9.1,1.9,0.089,35,reviewed,us,us
2018-03-01T17:27:17.180Z,30.362,87.6339,11.41,4.9,mb,,37,2.5,0.72,us,us2000d9t7,2022-05-03T18:48:46.220Z,"172 km NW of Rikaze, China",earthquake,8.1,4.3,0.046,149,reviewed,us,us
2018-02-28T10:35:16.460Z,30.3194,87.3792,10,4,mb,,97,2.404,0.53,us,us1000d25t,2018-05-27T01:06:05.040Z,"187 km NW of Rikaze, China",earthquake,8.4,1.9,0.119,19,reviewed,us,us
2018-02-11T13:12:25.570Z,30.4816,87.4907,12.07,4.2,mb,,95,2.583,0.83,us,us2000d0j6,2018-05-03T22:15:10.040Z,"191 km NW of Rikaze, China",earthquake,7.3,4.9,0.115,24,reviewed,us,us
2018-02-08T20:56:30.090Z,30.3854,87.8193,10,4.2,mb,,55,2.573,0.93,us,us2000cz3t,2018-05-03T22:15:05.040Z,"162 km NW of Rikaze, China",earthquake,9.1,1.8,0.084,39,reviewed,us,us
2017-12-08T02:51:18.860Z,27.7618,86.1471,10,5,mb,,40,4.781,0.68,us,us2000c1xk,2022-05-03T19:01:51.566Z,"28 km SE of Kod?ri??, Nepal",earthquake,8.5,1.8,0.046,151,reviewed,us,us
2017-12-06T15:19:49.970Z,30.6339,79.1601,10,5.1,mb,,50,5.831,0.75,us,us1000bmru,2022-05-03T19:01:49.119Z,"34 km NW of P?palkoti, India",earthquake,8.1,1.8,0.04,199,reviewed,us,us
2017-12-02T23:43:44.930Z,27.2856,88.0806,10,4.2,mb,,146,3.604,0.77,us,us1000bkfr,2018-02-20T09:06:12.040Z,"17 km W of Gyalshing, India",earthquake,9.5,1.9,0.098,29,reviewed,us,us
2017-11-07T19:06:41.830Z,30.2645,87.4355,9.83,4.6,mb,,95,3.251,0.99,us,us2000bjyl,2022-08-07T20:55:21.313Z,"179 km NW of Rikaze, China",earthquake,4.3,4.2,0.065,72,reviewed,us,us
2017-11-06T03:09:03.590Z,29.6127,81.2918,10,4.6,mb,,149,8.558,0.5,us,us2000bj36,2018-01-31T03:04:40.040Z,"51 km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.09,37,reviewed,us,us
2017-10-27T02:37:45.580Z,31.9508,77.4341,14.96,4.1,mb,,224,3.895,0.74,us,us1000axdn,2018-01-17T21:50:35.040Z,"30 km E of Kulu, India",earthquake,8.8,6.5,0.198,7,reviewed,us,us
2017-10-06T17:44:22.220Z,30.0189,86.7671,10,4.4,mb,,93,3.8,0.77,us,us2000b260,2018-01-03T01:54:48.040Z,"167 km ENE of Saga, China",earthquake,4.5,1.8,0.08,47,reviewed,us,us
2017-09-05T22:40:58.850Z,29.5021,69.9891,25.67,4.6,mb,,88,4.993,0.89,us,us2000agek,2017-12-07T20:00:14.040Z,"38 km W of Dajal, Pakistan",earthquake,7.3,3.7,0.078,49,reviewed,us,us
2017-09-01T02:38:12.500Z,32.0662,82.6488,10,4.8,mb,,47,7.657,0.8,us,us2000adr4,2022-05-03T18:36:16.782Z,"241 km NE of Burang, China",earthquake,8.1,1.9,0.053,111,reviewed,us,us
2017-08-22T00:50:35.830Z,29.3871,81.1558,10,4.6,mb,,64,7.96,0.77,us,us2000aah5,2017-11-22T03:43:28.040Z,"25 km ENE of Dipayal, Nepal",earthquake,9.1,1.9,0.078,49,reviewed,us,us
2017-08-21T12:03:13.970Z,27.5881,86.1237,10,4.5,mb,,142,4.875,1.03,us,us2000aa5v,2017-11-22T03:43:27.040Z,"44 km SSE of Kod?ri??, Nepal",earthquake,7.1,1.8,0.079,47,reviewed,us,us
2017-08-19T16:52:26.120Z,16.3657,73.3863,10,4.1,mb,,131,8.041,0.92,us,us2000abbd,2022-08-07T16:24:25.129Z,"34 km NNW of M?lvan, India",earthquake,14.9,2,0.1,27,reviewed,us,us
2017-07-15T16:56:18.150Z,30.6609,82.7985,51.53,4.6,mb,,66,7.272,0.61,us,us20009wlk,2017-10-06T23:56:19.040Z,"161 km ENE of Burang, China",earthquake,8.7,6.7,0.051,112,reviewed,us,us
2017-07-15T16:35:28.630Z,28.8507,81.6418,27.7,4.3,mb,,165,8.327,1.24,us,us20009wlh,2022-08-07T12:11:16.805Z,"6 km W of Dailekh, Nepal",earthquake,8.9,6.1,0.116,21,reviewed,us,us
2017-07-02T01:58:27.200Z,27.2384,86.1159,10,4.8,mb,,98,5.048,0.82,us,us100095t8,2017-10-03T00:47:44.040Z,"59 km NNE of Janakpur, Nepal",earthquake,8,1.9,0.054,107,reviewed,us,us
2017-06-03T18:14:50.550Z,16.6688,73.576,15.46,4.3,mb,,106,8.351,1.29,us,us20009lhc,2017-08-15T02:26:52.040Z,"6 km ENE of R?j?pur, India",earthquake,8.2,5.8,0.087,37,reviewed,us,us
2017-06-01T22:55:54.880Z,28.9744,76.7797,10,4.7,mb,,69,5.545,0.76,us,us20009j48,2020-07-10T16:43:09.412Z,"16 km NW of Kharkhauda, India",earthquake,8.3,1.8,0.045,150,reviewed,us,us
2017-05-16T22:13:19.060Z,27.3266,88.1714,10,4.2,mb,,164,3.739,0.62,us,us10008udz,2017-08-05T03:32:09.040Z,"9 km WNW of Gyalshing, India",earthquake,5.5,1.9,0.107,24,reviewed,us,us
2017-04-27T02:10:11.800Z,29.2836,86.0168,8,4.4,mb,,69,1.682,0.81,us,us10008l7a,2017-07-21T02:32:08.040Z,"76 km E of Saga, China",earthquake,7.6,4.9,0.098,30,reviewed,us,us
2017-04-24T15:04:30.130Z,29.6836,81.3034,18.73,4.3,mb,,187,7.906,0.81,us,us10008kia,2017-07-21T02:32:04.040Z,"58 km NE of Dipayal, Nepal",earthquake,12,6.4,0.111,23,reviewed,us,us
2017-04-22T18:45:12.860Z,9.2736,87.0302,17.14,4.1,mb,,137,6.097,0.77,us,us10008n6r,2017-07-11T01:48:41.040Z,"Bay of Bengal",earthquake,4.9,5.5,0.144,13,reviewed,us,us
2017-03-26T22:54:51.700Z,30.5998,83.6889,34.76,4.2,mb,,120,6.503,0.97,us,us20008uw0,2017-06-16T23:07:58.040Z,"204 km NW of Saga, China",earthquake,9.4,6.2,0.112,22,reviewed,us,us
2017-03-26T21:42:11.940Z,27.1419,88.5534,24.39,4.5,mb,,116,2.934,0.81,us,us20008uvs,2017-06-16T23:07:58.040Z,"4 km SSE of Rangpo, India",earthquake,6.6,5.5,0.069,62,reviewed,us,us
2017-02-27T04:21:41.730Z,27.3706,85.9319,20.28,4.6,mb,,156,0.626,0.69,us,us20008mlv,2017-05-24T02:48:09.040Z,"47 km ESE of Panauti, Nepal",earthquake,7.5,3.7,0.066,69,reviewed,us,us
2017-02-27T03:37:45.990Z,27.4259,86.0789,11.23,4.7,mb,,57,0.725,0.62,us,us20008mll,2017-05-24T02:48:09.040Z,"57 km ESE of Dhulikhel, Nepal",earthquake,6,3.8,0.059,86,reviewed,us,us
2017-02-26T18:48:45.660Z,30.2107,83.5019,10,4.7,mb,,95,6.635,1.22,us,us20008mji,2017-05-24T02:48:09.040Z,"164 km NE of Jumla, Nepal",earthquake,6.3,1.9,0.082,46,reviewed,us,us
2017-02-06T17:03:06.530Z,30.6544,79.1645,16.05,5.1,mwb,,39,5.823,0.67,us,us20008hyg,2023-01-12T12:46:11.081Z,"36 km NW of P?palkoti, India",earthquake,7.9,3.2,0.059,28,reviewed,us,us
2017-02-06T05:24:39.370Z,32.0126,83.978,10,4.6,mb,,63,4.44,1.37,us,us20008hvj,2017-05-09T01:24:28.040Z,"western Xizang",earthquake,7.8,1.9,0.076,51,reviewed,us,us
2017-02-01T10:07:44.180Z,30.6877,83.3674,10,5.1,mb,,30,3.419,0.72,us,us10007wlj,2022-05-03T18:10:16.586Z,"193 km NE of Jumla, Nepal",earthquake,7.6,1.7,0.045,163,reviewed,us,us
2017-01-23T11:15:52.850Z,29.0978,68.9654,23.64,4.5,mb,,130,5.427,0.78,us,us10007uyv,2017-04-19T18:30:56.040Z,"20 km WNW of Dera Bugti, Pakistan",earthquake,11.6,6.6,0.121,20,reviewed,us,us
2017-01-19T09:59:42.490Z,28.9824,88.2848,10,4.1,mb,,161,2.583,1.02,us,us20008hc9,2017-04-12T02:29:01.040Z,"65 km WSW of Rikaze, China",earthquake,6.8,1.9,0.13,16,reviewed,us,us
2017-01-12T00:53:11.110Z,30.782,69.7722,10,4.3,mb,,127,3.798,0.91,us,us10007sqa,2017-04-01T00:26:09.040Z,"69 km SSE of Zhob, Pakistan",earthquake,6.6,1.9,0.097,30,reviewed,us,us
2017-01-08T13:31:26.230Z,31.7739,72.156,10,4.5,mb,,88,2.093,0.91,us,us10007rzn,2020-07-10T15:20:15.428Z,"12 km WSW of Jahanian Shah, Pakistan",earthquake,5.2,1.9,0.096,32,reviewed,us,us
2017-01-04T14:12:52.310Z,30.4946,83.7309,10,4.7,mb,,104,3.099,0.86,us,us10007pp5,2017-03-27T23:53:22.040Z,"194 km NW of Saga, China",earthquake,8.5,1.9,0.07,62,reviewed,us,us
2016-12-01T16:52:50.110Z,29.979,80.6321,31.96,5.2,mb,,41,4.687,0.76,us,us10007e1x,2023-01-12T12:54:08.773Z,"18 km NE of Dh?rchula, India",earthquake,7,4.4,0.047,152,reviewed,us,us
2016-11-27T23:35:21.020Z,27.8015,86.5319,10,5.4,mb,,30,1.081,0.67,us,us10007cuh,2022-05-03T19:50:04.618Z,"17 km W of Namche Bazar, Nepal",earthquake,5.3,1.7,0.033,314,reviewed,us,us
2016-11-16T22:59:24.610Z,28.0012,76.7017,10,4.4,mb,,98,6.357,0.7,us,us1000793m,2017-02-09T03:02:32.040Z,"14 km SE of B?wal, India",earthquake,10.5,1.9,0.089,36,reviewed,us,us
2016-10-20T04:53:53.420Z,30.8984,69.8069,29.96,4.8,mb,,115,3.688,0.73,us,us20007fiq,2022-05-03T18:55:40.849Z,"59 km SE of Zhob, Pakistan",earthquake,7.2,5.4,0.075,54,reviewed,us,us
2016-10-07T04:52:38.250Z,28.35,85.9666,10,4,mb,,90,0.857,1.05,us,us20007dve,2017-01-07T00:20:44.040Z,"43 km N of Kod?ri??, Nepal",earthquake,5.3,2,0.164,10,reviewed,us,us
2016-10-01T11:36:01.570Z,30.9806,88.1037,34.62,4.2,mb,,134,2.907,1.19,us,us10006udj,2017-01-03T21:10:40.040Z,"206 km NNW of Rikaze, China",earthquake,9.1,9.2,0.11,23,reviewed,us,us
2016-09-18T17:14:17.810Z,27.8196,85.4746,25.2,4.2,mb,,68,0.176,0.94,us,us10006qpe,2016-12-12T23:01:29.040Z,"12 km NNW of Nagarkot, Nepal",earthquake,8.2,4.8,0.093,32,reviewed,us,us
2016-09-10T15:27:23.480Z,28.7684,76.5733,10,4.1,mb,,202,5.629,0.9,us,us10006nsd,2016-12-07T02:56:09.040Z,"7 km N of Beri Kh?s, India",earthquake,11.2,2,0.157,11,reviewed,us,us
2016-09-10T00:46:18.380Z,30.2163,82.6753,35,4.9,mb,,92,3.402,0.89,us,us10006nhy,2016-12-07T02:56:08.040Z,"114 km NNE of Jumla, Nepal",earthquake,7.2,1.9,0.048,138,reviewed,us,us
2016-09-09T09:10:51.180Z,30.3571,82.8488,35,4.3,mb,,175,8.772,0.59,us,us10006nn5,2016-12-07T02:56:07.040Z,"136 km NNE of Jumla, Nepal",earthquake,13.5,2,0.202,7,reviewed,us,us
2016-08-27T03:38:08.270Z,31.2127,77.7742,10,4.1,mb,,179,4.518,1.16,us,us10006j3q,2016-11-29T01:28:41.040Z,"2 km ENE of Rohru, India",earthquake,11.8,2,0.124,18,reviewed,us,us
2016-08-27T01:35:05.900Z,31.4834,77.6806,10,4.5,mb,,152,4.306,0.69,us,us20006ufn,2016-11-29T01:28:41.040Z,"6 km NE of R?mpur, India",earthquake,9,1.9,0.091,36,reviewed,us,us
2016-08-27T01:14:30.110Z,31.4746,77.7102,10,4.6,mb,,106,4.332,0.8,us,us20006ufk,2016-11-29T01:28:41.040Z,"8 km ENE of R?mpur, India",earthquake,7.5,1.3,0.066,69,reviewed,us,us
2016-08-01T13:38:32.850Z,31.3148,76.9876,35.06,4.5,mb,,118,3.911,1.38,us,us10006acy,2016-10-19T04:52:06.040Z,"15 km WNW of Seoni, India",earthquake,8.8,6.9,0.164,11,reviewed,us,us
2016-07-17T11:53:57.580Z,31.3474,74.4464,60.73,4.5,mb,,146,2.503,0.8,us,us20006fcp,2020-07-10T16:32:20.000Z,"7 km ESE of Kahna Nau, Pakistan",earthquake,10.3,5,0.087,39,reviewed,us,us
2016-07-17T03:54:57.560Z,21.4276,71.5526,10,4.1,mb,,153,12.271,0.63,us,us20006far,2016-09-17T01:27:48.040Z,"12 km SSW of Gariadhar, India",earthquake,14.5,1.9,0.117,20,reviewed,us,us
2016-07-02T00:23:46.380Z,29.5139,81.0984,10,4.4,mb,,82,4.119,0.78,us,us10005zd7,2016-09-02T21:36:33.040Z,"31 km NNE of Dipayal, Nepal",earthquake,8.6,1.8,0.085,40,reviewed,us,us
2016-06-30T20:50:36.800Z,30.0569,70.2698,10,4.5,mb,,134,4.589,1.02,us,us10005ywq,2016-08-31T03:08:24.040Z,"35 km W of Dera Ghazi Khan, Pakistan",earthquake,9.6,1.9,0.059,85,reviewed,us,us
2016-06-29T09:10:28.860Z,29.5553,81.1306,9.03,4.6,mb,,77,4.111,0.46,us,us200067x7,2016-08-31T03:08:22.040Z,"37 km NNE of Dipayal, Nepal",earthquake,7.2,2.7,0.077,50,reviewed,us,us
2016-06-27T14:53:00.680Z,28.7638,87.4704,10,4.7,mb,,82,2.17,0.58,us,us10005z6t,2016-08-31T03:08:19.040Z,"110 km NE of Lobujya, Nepal",earthquake,7.7,1.8,0.082,45,reviewed,us,us
2016-06-27T05:27:43.810Z,32.1823,69.6512,46.92,4.6,mb,,89,2.406,0.61,us,us2000674d,2016-08-31T03:08:18.040Z,"14 km SSE of Wana, Pakistan",earthquake,8,5.8,0.064,74,reviewed,us,us
2016-06-22T20:23:52.190Z,31.618,85.1956,10,4.4,mb,,92,5.454,0.5,us,us200067il,2016-08-27T02:15:35.040Z,"254 km N of Saga, China",earthquake,5.4,1.9,0.143,14,reviewed,us,us
2016-06-21T05:49:46.420Z,27.7243,84.9384,10,3.5,mb,,201,0.33,0.67,us,us200065q8,2022-08-03T02:21:47.662Z,"33 km W of Kirtipur, Nepal",earthquake,7.7,2,0.202,6,reviewed,us,us
2016-06-13T23:27:42.520Z,27.9339,84.4925,10,4.1,mb,,173,0.761,0.57,us,us200065ir,2016-08-25T01:22:55.040Z,"29 km N of Bharatpur, Nepal",earthquake,4.9,1.9,0.107,24,reviewed,us,us
2016-05-28T09:39:10.850Z,28.0097,85.4237,10,4.6,mb,,67,0.311,0.86,us,us20005ysr,2016-11-28T03:15:00.070Z,"34 km NNW of Nagarkot, Nepal",earthquake,5.7,1.7,0.053,107,reviewed,us,us
2016-05-26T09:29:25.640Z,28.4555,87.4821,10,4,mb,,117,2.085,1.02,us,us20005y1t,2016-08-03T22:33:45.040Z,"86 km NE of Lobujya, Nepal",earthquake,4.6,1.9,0.119,19,reviewed,us,us
2016-05-23T19:09:52.790Z,27.704,85.0896,10,4.3,mb,,87,0.195,1.21,us,us10005jdi,2016-08-03T22:33:43.040Z,"18 km W of Kirtipur, Nepal",earthquake,3.5,1.9,0.082,42,reviewed,us,us
2016-05-23T18:09:03.320Z,28.4178,87.4903,10,4.2,mb,,90,2.046,0.71,us,us10005jcy,2016-08-03T22:33:43.040Z,"84 km NE of Lobujya, Nepal",earthquake,6.7,1.8,0.093,32,reviewed,us,us
2016-05-22T04:49:45.200Z,28.5599,87.5853,11.05,4.3,mb,,112,2.174,0.72,us,us10005j6t,2016-08-03T22:33:41.040Z,"101 km NE of Lobujya, Nepal",earthquake,7.8,4.3,0.083,41,reviewed,us,us
2016-05-22T02:55:42.320Z,28.3854,87.3554,10,4,mb,,118,1.955,1.1,us,us10005j6l,2016-08-03T22:33:41.040Z,"71 km NE of Lobujya, Nepal",earthquake,7.4,2,0.108,23,reviewed,us,us
2016-05-22T02:05:54.680Z,28.5654,87.4796,4.44,5.1,mb,,39,2.091,0.71,us,us10005j6d,2022-08-02T23:28:12.819Z,"94 km NE of Lobujya, Nepal",earthquake,5.5,2.9,0.039,213,reviewed,us,us
2016-05-22T01:48:48.130Z,28.4538,87.5326,9.36,5.4,mwc,,36,2.093,0.9,us,us10005j6b,2022-08-02T23:27:14.468Z,"89 km NE of Lobujya, Nepal",earthquake,6.5,3.5,,,reviewed,us,gcmt
2016-05-22T01:46:09.770Z,28.2457,87.2227,10.37,4,mb,,120,1.768,0.72,us,us20005yj5,2016-08-03T22:33:41.040Z,"51 km NE of Lobujya, Nepal",earthquake,8.4,6.7,0.164,10,reviewed,us,us
2016-05-22T01:32:31.690Z,28.4767,87.5067,6.99,4.5,mb,,89,2.08,0.73,us,us10005j69,2016-08-03T22:33:41.040Z,"89 km NE of Lobujya, Nepal",earthquake,6.9,4,0.067,66,reviewed,us,us
2016-05-21T07:59:00.050Z,28.2817,87.3528,10,4,mb,,120,1.918,1.06,us,us10005j3y,2016-08-03T22:33:40.040Z,"64 km NE of Lobujya, Nepal",earthquake,5.5,1.9,0.113,21,reviewed,us,us
2016-05-14T22:45:55.420Z,27.8608,85.3631,22.11,4.4,mb,,44,0.153,0.57,us,us10005hgq,2016-07-22T19:39:06.040Z,"Nepal",earthquake,8.1,3.3,0.069,61,reviewed,us,us
2016-05-13T23:20:59.460Z,27.958,85.5191,10,4,mb,,104,0.303,0.82,us,us10005ivg,2016-07-22T19:39:05.040Z,"26 km N of Nagarkot, Nepal",earthquake,5.4,1.9,0.134,15,reviewed,us,us
2016-05-11T08:52:47.570Z,28.0545,84.5639,15.99,4.5,mb,,73,5.984,0.63,us,us10005ggl,2016-07-20T18:10:53.040Z,"43 km NNE of Bharatpur, Nepal",earthquake,8.7,4.2,0.087,38,reviewed,us,us
2016-05-11T01:19:42.320Z,27.9448,84.9277,10.23,4.5,mb,,104,0.414,1.04,us,us10005ihi,2022-08-02T23:40:09.428Z,"45 km NW of Kirtipur, Nepal",earthquake,5.9,5.3,0.076,50,reviewed,us,us
2016-05-09T05:17:54.750Z,28.21,85.7631,39.31,4.2,mb,,66,0.634,0.78,us,us10005i7d,2016-07-20T18:10:49.040Z,"33 km NW of Kod?ri??, Nepal",earthquake,8.1,6.8,0.093,32,reviewed,us,us
2016-05-03T16:31:51.850Z,29.6379,87.9346,25.81,4.1,mb,,156,2.779,0.6,us,us10005gkb,2016-07-19T20:03:11.040Z,"101 km WNW of Rikaze, China",earthquake,13.1,6.2,0.104,25,reviewed,us,us
